restaurant_id,name,address,rating,reviews_count,price_range,cuisine,phone,website,hours,description,dining_options,menu,thumbnail_image_url,top_commented_words,url
d8e479dd100c,Ashley Store,"
602 Anthony Dr, Champaign, IL 61822",4.6,"1,171",N/A,N/A,(217) 356-7200,https://www.google.com/url?q=https://stores.ashleyfurniture.com/store/us/illinois/champaign/602-w-anthony-dr/%3Fcmpid%3Dls-%26utm_source%3DLocal%26utm_medium%3DLocalSEO%26utm_campaign%3DLocalSearch&opi=79508299&sa=U&ved=0ahUKEwjNm7Wn-9KQAxWh4MkDHROIJLYQ61gIEigO&usg=AOvVaw0pKLyjaAMkTsrxB_8Kq_GA,"Sunday, 11 AM to 6 PM","Retail chain with a variety of signature home furniture, decor, & accessories.",Delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipOn7Ojb0lV54kLKYsoQorqkC20dgzmHHaBGzxpb=w426-h240-k-no,sales (155); couch (97); questions (81); delivery (79); patient (59); recliner (26); july (8); apartment (8); dresser (7); bedroom set (5),https://www.google.com/maps/place/Ashley+Store/data=!4m7!3m6!1s0x880cda068a8723cd:0xcef6b4419aff9a45!8m2!3d40.136139!4d-88.252658!16s%2Fg%2F1txfpr24!19sChIJzSOHigbaDIgRRZr_mkG09s4?authuser=0&hl=en&rclk=1
b51666ff4c92,McDonald's,"
601 N Cunningham Ave, Urbana, IL 61801",3.5,"1,652",·$1–10,Fast food restaurant,(217) 367-3722,https://www.google.com/url?q=https://www.mcdonalds.com/us/en-us/location/IL/URBANA/601-N-CUNNINGHAM/4006.html%3Fcid%3DRF:YXT:GMB::Clicks&opi=79508299&sa=U&ved=0ahUKEwioy423-9KQAxUe38kDHYucBh0Q61gIFigO&usg=AOvVaw2y_vsEBtOL1COpjzm3L-e9,N/A,"Classic, long-running fast-food chain known for its burgers & fries.",Dine-in; No-contact delivery,https://www.google.com/url?q=https://www.mcdonalds.com/us/en-us/full-menu.html%3Fcid%3DRF:YXT_LS:SI::MGBM&opi=79508299&sa=U&ved=0ahUKEwioy423-9KQAxUe38kDHYucBh0QqRkIFygP&usg=AOvVaw3IrWCfj6bvZFJ8fcT46rFN,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHbAnCqn4NSmhYT1lop8x_wJsxmaWCAf1cWRuwyCFLvAEGB-OQNi1VsPbou-_a-HZXaFZVknEYnjqN8VyC8YoIsNycV8P-5eKs5AxC9JvS4Onuub4zFJ-mMLbJlV9vjRmn-f47zAyHc9kV=w408-h544-k-no,drive thru (67); sausage (10); machine (10); quarter pounder (8); speaker (7); cash (7); frappe (6); employee (6); biscuit (6); efficient (5),https://www.google.com/maps/place/McDonald%27s/data=!4m7!3m6!1s0x880cd79c4fcbecdb:0x21ae07ab8e0d250c!8m2!3d40.1182515!4d-88.2044307!16s%2Fg%2F1tdmfgdw!19sChIJ2-zLT5zXDIgRDCUNjqsHriE?authuser=0&hl=en&rclk=1
7ad31fb068ec,Starbucks,"
2702 N Prospect Ave, Champaign, IL 61822",4.3,889,·$1–10,N/A,(217) 398-0821,https://www.google.com/url?q=https://www.starbucks.com/store-locator/store/7190/&opi=79508299&sa=U&ved=0ahUKEwi2yILA-9KQAxVgLtAFHeYMJPoQ61gIFigO&usg=AOvVaw1ZMsMisxUwjsu1AWj-q0Sz,"Sunday, 5 AM to 9 PM","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",Dine-in; No-contact delivery,https://www.google.com/url?q=http://www.starbucks.com/menu&opi=79508299&sa=U&ved=0ahUKEwi2yILA-9KQAxVgLtAFHeYMJPoQqRkIGSgR&usg=AOvVaw3TOq13wyl001DUNKkapSfq,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXe1D4TRLg6qjIPwKfTtNviP8HLtBD3BiBedOFYw4SeC8p2QDQp0GYw1c10-af29GufoRLpiSh15PnCisIkCJN7CTz190JBUxsYuwyTaeN0ql5-_2MsP283IPLmecYjAhE7hK6=w408-h725-k-no,drive thru (62); baristas (17); frappuccino (9); parking lot (8); mocha (8); quick service (7); name (7); walk (6); face (5); cup (5),https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x880cda1739cddd27:0xd87dac47063819f3!8m2!3d40.14824!4d-88.25723!16s%2Fg%2F1tfk0f57!19sChIJJ93NORfaDIgR8xk4Bkesfdg?authuser=0&hl=en&rclk=1
0ad06592884c,Los Hidalguense Taco Truck,"
1040 W Bloomington Rd, Champaign, IL 61821",4.7,133,·$10–20,Mexican restaurant,(217) 714-0738,N/A,"Sunday, 11 AM to 8 PM",This is the easiest 5 star I've given the Birria is awesome but even better dressed up with green and red sauce. However the star of the show is pastor tacos Mexican style. If you thinking about it.. do it.. can't wait to come back.,Takeout; Delivery,https://www.google.com/url?q=http://orderloshidalguensetacotruck.com/&opi=79508299&sa=U&ved=0ahUKEwjf1KzH-9KQAxW648kDHRLCIYoQqRkIFigO&usg=AOvVaw3fbx2WGKlBF0x12OQ02yjk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZ7zYTFwZoCnB1gEJkHE0gchdLIdTywxdvsXcRS_c849pnRb4aFEbPPj9WWxOxFXseNfRYPrFC_7P7gwz99JOBgN3OlO8cOGvAAp48Umge7keIsizI5_7uFW6CQH00bdGkY2g=w408-h306-k-no,food truck (8); price (8); steak (6); nachos (5); asada (4); quesabirria (3); radish (3); red sauce (3); limes (3); grilled onions (2),https://www.google.com/maps/place/Los+Hidalguense+Taco+Truck/data=!4m7!3m6!1s0x880cdbbc6a11c56b:0x88390207948c1c75!8m2!3d40.1341329!4d-88.2619054!16s%2Fg%2F11p6xg8gq4!19sChIJa8URarzbDIgRdRyMlAcCOYg?authuser=0&hl=en&rclk=1
f9d8e84d7e3a,Taco Bell,"
1707 S Neil St, Champaign, IL 61820",3.6,685,·$1–10,Fast food restaurant,(217) 403-9803,https://www.google.com/url?q=https://locations.tacobell.com/il/champaign/1707-s--neil-street.html%3Futm_source%3Dyext%26utm_campaign%3Dgooglelistings%26utm_medium%3Dreferral%26utm_term%3D021530%26utm_content%3Dwebsite%26y_source%3D1_NjE0NTgzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D&opi=79508299&sa=U&ved=0ahUKEwjFxPTV-9KQAxVS38kDHQJmBSwQ61gIFigO&usg=AOvVaw33yAsHVtzvNMsfLLVtgfQv,N/A,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",Dine-in; Delivery,https://www.google.com/url?q=https://www.tacobell.com/food%3Fstore%3D021530%26utm_source%3Dyext%26utm_campaign%3Dgooglelistings%26utm_medium%3Dreferral%26utm_term%3D021530%26utm_content%3Dmenu%26y_source%3D1_NjE0NTgzOS03MTUtbG9jYXRpb24ubWVudV91cmw%253D&opi=79508299&sa=U&ved=0ahUKEwjFxPTV-9KQAxVS38kDHQJmBSwQqRkIFygP&usg=AOvVaw2LaCNt03igPcgG158eKbhR,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKC-CK7aWoxdSd_soKI4uIqwPpOrDEFNqHuggzDLSWvH76OWT3AeQPCSgjBpx7Hx2iDrax33E3ak_EO_wh1QFbWYPHsRTrN9MR8eYS79GeVJCO9uRy69SIBUGru7Jo8EVzh0gN5w=w408-h306-k-no,drive thru (44); prices (17); burrito (15); mexican (8); lunch (8); door (7); town (5); phone (5); bag (5); beans (4),https://www.google.com/maps/place/Taco+Bell/data=!4m7!3m6!1s0x880cd72b4f7923b3:0x991262fb57476ec2!8m2!3d40.0954404!4d-88.245572!16s%2Fg%2F1tdyrcfr!19sChIJsyN5TyvXDIgRwm5HV_tiEpk?authuser=0&hl=en&rclk=1
3a246951f049,Brass Rail,"
15 E University Ave, Champaign, IL 61820",4.3,114,·$,Bar,N/A,N/A,"Sunday, 11 AM to 11 PM","I have visited the Brass Rail multiple times and no matter what vibe I’m going for, it’s always a great time!  Perfect spot for a drink downtown before or after dinner!",Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjAhenrQj-VHiV3lHC_xFBNUJpnVKqTL8_beSes93_ejadfXkQAKzVDgSFBUBQMmIf6OqUu-DaQ93PuMhU1oZHevBeChH8rbtZ6YWYiZFLiHx4rQ4wBQD383G-zDpyTY0zfD05VA=w408-h306-k-no,pizza (5); wall (3); squint (2); movies (2),https://www.google.com/maps/place/Brass+Rail/data=!4m7!3m6!1s0x880cd74b8e5f6a83:0x6cb3a54c465595d2!8m2!3d40.1161936!4d-88.2428641!16s%2Fg%2F1td9r2v_!19sChIJg2pfjkvXDIgR0pVVRkyls2w?authuser=0&hl=en&rclk=1
c21669df1010,Cheese & Crackers,"
1715 W Kirby Ave, Champaign, IL 61821",4.7,237,·$10–20,Sushi,(217) 615-8531,https://www.google.com/url?q=http://www.crackerscheese.com/&opi=79508299&sa=U&ved=0ahUKEwjkptbw-9KQAxXvLtAFHevCJVYQ61gIGCgO&usg=AOvVaw1AZNoLplDTZA77FkC1n3Mx,N/A,"I just had the best cuban sandwich of my life, courtesy of this restaurant.  The owner made the sandwich and joked to my wife that he was hungry when he made it and accidentally made it too big.  Well, i enjoy a challenge so i stepped up and ate the entire thing.  Wow.  So good.  Definitely going back soon.  Highly recommended.",Takeout; Delivery,https://www.google.com/url?q=http://crackerscheese.com/sandwiches.html&opi=79508299&sa=U&ved=0ahUKEwjkptbw-9KQAxXvLtAFHevCJVYQqRkIGSgP&usg=AOvVaw3MPvs2lYMEstz4JOzvpp5X,https://lh3.googleusercontent.com/p/AF1QipO07ozJ6WAdPzchJi4CqtuaGfh8zwhueJXVO3aU=w408-h408-k-no,sandwiches (89); quality (14); price (14); selection (6); menu (5); thanksgiving (3); olives (3); gifts (3); italian (3); ox (2),https://www.google.com/maps/place/Cheese+%26+Crackers/data=!4m7!3m6!1s0x880cd0e4e9878f69:0xf3be8e9a2db7a4f0!8m2!3d40.0975748!4d-88.2746979!16s%2Fg%2F1vhkl3jz!19sChIJaY-H6eTQDIgR8KS3LZqOvvM?authuser=0&hl=en&rclk=1
1cb223a88e07,Cowboy Monkey,"
6 Taylor St, Champaign, IL 61820",4.2,343,·$10–20,Bar,(217) 398-2688,https://www.google.com/url?q=http://www.cowboy-monkey.com/&opi=79508299&sa=U&ved=0ahUKEwjl95L3-9KQAxXm5skDHbOVKU8Q61gIFigO&usg=AOvVaw0qWjgg34B8tUJS4E7XvGpL,N/A,Stylish bar & Tex-Mex restaurant with live music in surroundings of polished wood & leather.,Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDY-26JNexiLzIRpqSI-2gjiRq_CjSpc8EipynpChkwCfPmk0WF-AbOO6DiUsf7t7G4MLH9TNLWaFJ4xwxaTR0cpcyfp7kYzZdUz0jK_68wi8mZ8cCh6Zik2q2jMdWWqlk=w408-h272-k-no,tacos (23); atmosphere (13); nachos (12); patio (9); brunch (9); price (9); live music (8); salsa (7); dance (7); mexican mule (2),https://www.google.com/maps/place/Cowboy+Monkey/data=!4m7!3m6!1s0x880cd74c6e199f77:0xdb715880e3564ee6!8m2!3d40.1174694!4d-88.2431556!16s%2Fm%2F0l6clfv!19sChIJd58ZbkzXDIgR5k5W44BYcds?authuser=0&hl=en&rclk=1
5d44145fbb42,Olive Garden Italian Restaurant,"
30 E Anthony Dr, Champaign, IL 61820",4.3,"3,014",·$10–20,Italian restaurant,(217) 351-6339,https://www.google.com/url?q=https://www.olivegarden.com/locations/il/champaign/champaign/1176%3Fcmpid%3Dbr:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:champaign-il-1176_pl:locurl_rd:1126&opi=79508299&sa=U&ved=0ahUKEwi37-WE_NKQAxVm_8kDHXcxNhkQ61gIGCgO&usg=AOvVaw1EfzbFLsxqDc13lRjQlp7S,"Sunday, 11 AM to 10 PM","Lively, family-friendly chain featuring Italian standards such as pastas & salads.",Dine-in; No-contact delivery,https://www.google.com/url?q=https://www.olivegarden.com/menu/classic-entrees%3FsetRestaurant%3D1176%26cmpid%3Dbr:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:champaign-il-1176_pl:menu_rd:1126&opi=79508299&sa=U&ved=0ahUKEwi37-WE_NKQAxVm_8kDHXcxNhkQqRkIGygR&usg=AOvVaw3YnMmE8YkwAHaBlTJ2Utg4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXi9idU2oEnWHlFRz6nYoiVuUTuH0McKxg7oQeWU5oIRScp2pSReHUksL7soRzprsakd8Dhc-qtV1aHMHGyUefSTQDjKUOkTtYbnQAmYv4T9cqyPKya2kKEO_rFrHvLK_rkNDOB2uQx_Nc=w408-h724-k-no,breadsticks (136); chicken and gnocchi soup (24); alfredo (22); bowl (14); management (14); job (13); gift card (9); bartender (9); social distancing (5); shrimp scampi (5),https://www.google.com/maps/place/Olive+Garden+Italian+Restaurant/data=!4m7!3m6!1s0x880cd9fc1f8e28ad:0x30d172ea75b5db12!8m2!3d40.135857!4d-88.241166!16s%2Fg%2F1tdz9_dc!19sChIJrSiOH_zZDIgREtu1depy0TA?authuser=0&hl=en&rclk=1
66b5e63a69a2,Burrito King,"
Marathon Gas, 1701 Philo Rd, Urbana, IL 61802",3.3,12,·$10–20,Mexican restaurant,(217) 550-1253,https://www.google.com/url?q=https://burritoking.us/&opi=79508299&sa=U&ved=0ahUKEwi49pCN_NKQAxUn18kDHVbVMJ4Q61gIGSgQ&usg=AOvVaw2S0KsP0tBgb5B_PbLTX5o0,N/A,My fiance and I love Burrito King! We have made a routine during Farmer’s Market season to always get two breakfast burritos with pastor 🩷 The burritos are our end of the week treat that we look forward to. We really appreciate how friendly …,Dine-in; Takeout; Delivery,https://www.google.com/url?q=https://burritoking.us/foodtruck-menu&opi=79508299&sa=U&ved=0ahUKEwi49pCN_NKQAxUn18kDHVbVMJ4QqRkIGigR&usg=AOvVaw1nnTFZ17PaaOmD9O6llD3t,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhYCOAp366de7Wty9CmRbt6lwTkhnbdCQlgsK3AVYextBgXznpOkNI-LFUm2B9p1JZ3nZaPaFhOmrumW9EFvb3YG1-xd_bWgwApgP3I0EdJ9Epv_4KLnNBslRodHigomf0ES-y=w408-h306-k-no,rice (3); food truck (2); steak (2); fajita (2); quesadilla (2),https://www.google.com/maps/place/Burrito+King/data=!4m7!3m6!1s0x880cd7488a192cd7:0x3f73fa645938d74c!8m2!3d40.0980789!4d-88.1911366!16s%2Fg%2F11kjdt6njj!19sChIJ1ywZikjXDIgRTNc4WWT6cz8?authuser=0&hl=en&rclk=1
879fe8f7fcdf,The Main Scoop,"
133 W Main St, Urbana, IL 61801",4.6,73,N/A,N/A,(217) 590-6686,https://www.google.com/url?q=https://www.themainscoopicecream.com/&opi=79508299&sa=U&ved=0ahUKEwisz86U_NKQAxXFMtAFHTUdOXIQ61gIEigO&usg=AOvVaw2pH2tRMFtkokOk5ksAfVPR,"Sunday, 12 to 8 PM",Loved this place. They have great flavors and serve Capannari's which is a favorite of mine. A must try is the Sea Salt Caramel flavor. It's so rich and unique. The price's are so good-- and their ice cream flight is a dream! Whether you're …,Dine-in; Takeout; No-contact delivery,https://www.google.com/url?q=http://www.themainscoopicecream.com/flavors&opi=79508299&sa=U&ved=0ahUKEwisz86U_NKQAxXFMtAFHTUdOXIQqRkIFygT&usg=AOvVaw2j91n0TW2dy0jdGvRwJaED,https://lh3.googleusercontent.com/p/AF1QipOPp8L63uajKEsnT92hWRUggPSXNftfC1hIi4we=w408-h544-k-no,prices (9); atmosphere (7); board games (6); flavor (6); caramel (5); to choose (5); sodas (4); sea salt (3); praline pecan (3); sprinkles (3),https://www.google.com/maps/place/The+Main+Scoop/data=!4m7!3m6!1s0x880cd76debfc6369:0xaa0bf7b1da145131!8m2!3d40.1121921!4d-88.2086651!16s%2Fg%2F11vjgh9b96!19sChIJaWP8623XDIgRMVEU2rH3C6o?authuser=0&hl=en&rclk=1
02cb79c4a30a,bb.q Chicken Urbana Champaign,"
700 S Gregory St, Urbana, IL 61801",4.4,465,·$10–20,Restaurant,(217) 607-2782,https://www.google.com/url?q=https://bbqchicken.com/&opi=79508299&sa=U&ved=0ahUKEwjL8_mg_NKQAxXKLtAFHQOrGzQQ61gIFygO&usg=AOvVaw1602Gm_bjcFx5O59n-EgP7,"Sunday, 11:30 AM to 9 PM","hands down the best place for wings!! I also, absolutely love their Caribbean spice fried rice a lot. You gotta try it for sure. The sides are good and everything is great in terms of portion sizes. definitely 2 meals in a order",Dine-in; Takeout; Delivery,https://www.google.com/url?q=https://order.online/store/-24049634/%3Fpickup%3Dtrue%26hideModal%3Dtrue&opi=79508299&sa=U&ved=0ahUKEwjL8_mg_NKQAxXKLtAFHQOrGzQQqRkIGCgP&usg=AOvVaw3SNAGftTvUTGd75OHZX9G-,https://lh3.googleusercontent.com/p/AF1QipMPF28dhwXqryDDHFN6HOOV8bLH3G3H-bGgA0zD=w408-h306-k-no,spicy (16); fries (15); crispy chicken (7); sides (7); campus (6); galbi (6); bowl (6); honey garlic (5); soy (5); bone (5),https://www.google.com/maps/place/bb.q+Chicken+Urbana+Champaign/data=!4m7!3m6!1s0x880cd713fc9399bb:0x6bd2faf7fd944cb8!8m2!3d40.1063894!4d-88.2213028!16s%2Fg%2F11cmhwd9k9!19sChIJu5mT_BPXDIgRuEyU_ff60ms?authuser=0&hl=en&rclk=1
65259b6d797a,Sugar Berries Cafe,"
103 W Marketview Dr, Champaign, IL 61820",3.6,45,·$10–20,Restaurant,(217) 714-1964,https://www.google.com/url?q=http://www.sugarberriescafe.com/&opi=79508299&sa=U&ved=0ahUKEwjF99Oo_NKQAxW_6skDHT05MM0Q61gIFygO&usg=AOvVaw1sDPyuJO8f6ZNjYmTj-z3P,"Sunday, 7 AM to 3 PM",Came around 1pm on a Saturday and the place was dead. Maybe 3 tables filled with pairs of people. …,Dine-in; No-contact delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipO2Iy1qTh8_dz-x3yEH2o1nzrtAFdIg9TC_VOiR=w408-h306-k-no,breakfast (5); biscuits and gravy (3); server (3); plate (3); french toast (2); berry (2); brunch (2); machine (2); walking (2),https://www.google.com/maps/place/Sugar+Berries+Cafe/data=!4m7!3m6!1s0x880cd9fdff9c92bd:0xb2a7ad55a9262c6c!8m2!3d40.1375979!4d-88.2452394!16s%2Fg%2F11y92xpq1_!19sChIJvZKc__3ZDIgRbCwmqVWtp7I?authuser=0&hl=en&rclk=1
65ee8d7a4e1b,Sushi Rock Restaurant,"
621 E Green St, Champaign, IL 61820",4.3,114,·$$,N/A,(217) 337-4285,N/A,N/A,"They have restrooms for paying customers. The food was delicious and not too pricey.
It would be nice, if they had delivery service, but that might break some poor …",N/A,https://www.google.com/url?q=http://www.sushirockchampaign.com/&opi=79508299&sa=U&ved=0ahUKEwjA0pW1_NKQAxXp5MkDHVeMCdgQqRkIEygO&usg=AOvVaw2gGpZQgAKt68axn9UTcu-E,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPL8K4hWx1nEc6PW5TmlL5qQBcvpLMk4OLyq_oQB-N3YlwO1Sa3u8EsssrwujJtP6DueTG_Rp1mKfSE5H-510a_RDjeip7FxQwyuD-_EG1i_WqAlUdGKOm1I0a7zpwPLUCi9nJ=w408-h272-k-no,price (11); bento boxes (9); miso soup (2),https://www.google.com/maps/place/Sushi+Rock+Restaurant/data=!4m7!3m6!1s0x880cd73f733b2c51:0x8c1e5ae58c0c8e35!8m2!3d40.110193!4d-88.22952!16s%2Fg%2F1tj33qcm!19sChIJUSw7cz_XDIgRNY4MjOVaHow?authuser=0&hl=en&rclk=1
4cc8f4909a31,Crumbl - Champaign,"
2005 S Neil St, Champaign, IL 61820",4.5,747,·$$,N/A,(217) 366-2183,https://www.google.com/url?q=https://crumblcookies.com/stores/il/ilchampaign%3Futm_source%3Dgoogle%2Bbusiness%26utm_medium%3Dprofile%26utm_campaign%3DCRUMBL-US%2B%257C%2BGOOGLE%2BBUSINESS%2B%257C%2BSTORE%2BPAGE%2B%257C%2BONGOING%2B%257C%2BCONSIDERATION%2B%257C%2BPROFILE&opi=79508299&sa=U&ved=0ahUKEwi-_t3C_NKQAxV34skDHW2qAJgQ61gIEygO&usg=AOvVaw11qMZ3AxnaoaW7P2VqF_b1,N/A,This location is fairly new and trying but they usually lack a recipe every week leaving them sold out. Never look quite like the pictures but they usually taste pretty good. I recommend going early in the week to get the freshest cookies.,Takeout; Delivery; Dine-in,https://www.google.com/url?q=http://crumblcookies.com/%3Futm_source%3DGB%26utm_medium%3DProfile%26utm_campaign%3DCUS%2B%257C%2BGB%2B%257C%2BMENU%2BCHAMPAIGN%2BIL%2B%257C%2BONGOING%2B%257C%2BCONSIDERATION%2B%257C%2BPROFILE&opi=79508299&sa=U&ved=0ahUKEwi-_t3C_NKQAxV34skDHW2qAJgQqRkIFCgP&usg=AOvVaw21-2vxrvAy6_sVdStRjfsA,https://lh3.googleusercontent.com/p/AF1QipP_ww0W86pKomJoVOPXSB1GpPtAFprDT6BHKljJ=w408-h306-k-no,cookies (179); price (13); crumble (9); money (8); frosting (6); management (6); crumbl cookie (5); hair (5); free samples (3); nice biscuit (2),https://www.google.com/maps/place/Crumbl+-+Champaign/data=!4m7!3m6!1s0x880cd1da910133b1:0xaa56d35c1f6d57df!8m2!3d40.0920996!4d-88.2462134!16s%2Fg%2F11w7sw_21h!19sChIJsTMBkdrRDIgR31dtH1zTVqo?authuser=0&hl=en&rclk=1
4ad781f803b7,Moment Bakery,"
202 E Green St, Champaign, IL 61820",4.9,52,·$$$,Bakery,(217) 954-0197,N/A,N/A,Feng is so talented. I ordered from them at least six cakes and they never missed a beat. The cakes are so light and the whipped cream is perfect. The cakes are not too sweet which makes them even better. …,Takeout; Delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipPsUTtn2LXkDDpkQG96ZX5nH2bbcesAv8dVFQ8w=w408-h402-k-no,sweet (5); design (4); flavor (2); smell (2); selection (2); price (2),https://www.google.com/maps/place/Moment+Bakery/data=!4m7!3m6!1s0x880cd7f7ecfc168f:0x9a547365e6eda28!8m2!3d40.1103352!4d-88.2367724!16s%2Fg%2F11hk11z1mk!19sChIJjxb87PfXDIgRKNpuXjZHpQk?authuser=0&hl=en&rclk=1
5101a0f78742,Walgreens,"
1509 S Neil St, Champaign, IL 61820",2.3,127,·$$,N/A,(217) 351-1516,https://www.google.com/url?q=https://www.walgreens.com/locator/walgreens-1509%2Bs%2Bneil%2Bst-champaign-il-61820/id%3D9921&opi=79508299&sa=U&ved=0ahUKEwiGkPzb_NKQAxUMJNAFHR4CLWMQ61gIEygO&usg=AOvVaw2K3Cu_mMm8Syj9WnHgoZhj,N/A,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrLcg2Uq4ORRuLLinocbG1CGWMjUZs5ArWBgtpDPww6ADK9IHV6PyjfQSJjlvomM3hVQqtlvfPhD3nx--mw6X4q8ZdvSq59Ja7qyYZn038aQGrT93uQcIyULNRJq3YdTSAcpcPqg=w426-h240-k-no,prescription (33); phone (10); insurance (6); morning (5); people (5); write (3); travel (3); weekends (2); printer (2); receipt (2),https://www.google.com/maps/place/Walgreens/data=!4m7!3m6!1s0x880cd72ce1cc1255:0x4c0bf4a4e64cbfeb!8m2!3d40.098604!4d-88.2452197!16s%2Fg%2F1tj46h70!19sChIJVRLM4SzXDIgR679M5qT0C0w?authuser=0&hl=en&rclk=1
75b9bcc98cb6,Harvest Market,"
2029 S Neil St, Champaign, IL 61820",4.5,"2,114",N/A,N/A,(217) 355-7878,https://www.google.com/url?q=https://www.goharvestmarket.com/stores/champaign-il-61820/&opi=79508299&sa=U&ved=0ahUKEwj_uIbo_NKQAxUE48kDHUmUAM4Q61gIEigO&usg=AOvVaw0Fw-I0qJTuKxDev-Zc-3AO,"Sunday, 6 AM to 10 PM","Came to the salad bar, which was fully stocked and open at just before 11 AM. Got my salad and there was nobody to check me out at the deli counter. Nobody at the restaurant counter and the self checkouts were closed for the salad bar. …",N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNOZDfWcVsHnMRzy6ZqQFphpfILqxyvgNhmwVkz7LW2pjI3yBKAcL5tXfSaUZEZpJft8fxkV7EN4YE6SBuvFK1fMjyiMZiuse5w66pi5Dbm0Um_CaHsY4v8HuZsT5LKF34UpIIzDMLLJ6B=w408-h544-k-no,produce (102); cafe (48); organic (46); salad bar (39); local (27); sushi (27); healthy (16); vegan (10); farm (5); gourmet (5),https://www.google.com/maps/place/Harvest+Market/data=!4m7!3m6!1s0x880cd6d54ddcbfd7:0x259a1e0b6e62e495!8m2!3d40.090614!4d-88.247852!16s%2Fg%2F11c1rf279c!19sChIJ17_cTdXWDIgRleRibgsemiU?authuser=0&hl=en&rclk=1
68624bcea329,Dish Passionate Cuisine,"
45 E University Ave, Champaign, IL 61820",4.4,16,N/A,N/A,(217) 586-2300,https://www.google.com/url?q=https://dishpassionatecuisine.com/product-category/all/&opi=79508299&sa=U&ved=0ahUKEwj11LP4_NKQAxWu38kDHYPYKo8Q61gIEigO&usg=AOvVaw2zYX7SJuaxmxDj1LogzJ2l,N/A,Dish catered our wedding a couple of weeks ago and we couldn't have been happier with the buffet menu and passed appetizers. Everything was so delicious and flavorful and our guests were very complimentary of the meal! …,N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipOellW-inqOMvEw7quu36X_xzfA5wFLeoE1ts0m=w408-h340-k-no,planning (3); reception (2),https://www.google.com/maps/place/Dish+Passionate+Cuisine/data=!4m7!3m6!1s0x880cd74955e242bb:0x43990146dba06ef9!8m2!3d40.1157434!4d-88.2412052!16s%2Fg%2F11d_78v_r7!19sChIJu0LiVUnXDIgR-W6g20YBmUM?authuser=0&hl=en&rclk=1
0b72edfddfc5,Fiesta Cafe,"
216 S 1st St, Champaign, IL 61820",4.4,989,·$10–20,Mexican restaurant,(217) 352-5902,https://www.google.com/url?q=https://fiestacafe.shop/&opi=79508299&sa=U&ved=0ahUKEwj90NGJ_dKQAxUlGtAFHTqtFe4Q61gIGCgO&usg=AOvVaw2-y0E51K41GnWjIEpEDslh,"Sunday, 11 AM to 11 PM",Family-friendly mainstay for Mexican fare offering outdoor seating & a huge list of margaritas.,Dine-in; Takeout; Delivery,https://www.google.com/url?q=http://places.singleplatform.com/fiesta-cafe-3/menu%3Fref%3Dgoogle&opi=79508299&sa=U&ved=0ahUKEwj90NGJ_dKQAxUlGtAFHTqtFe4QqRkIGSgP&usg=AOvVaw1vA6YQtwef8IdqSEtp-gtK,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxU9jOPFI8_KgsDW9YCXm-DlS2IQzJw0GItWa0SifwcWny1rE61eK-YnU3uvpPVnylAW75cj1mDpmdOoCNb93JH4vslQSy_aZpCQ9fwLpaSzI3naLp4Hjfnszqc_ULZCS6e5qsQaA=w408-h306-k-no,margaritas (81); tequila (20); tamales (9); chimichanga (8); food and service (7); chili rellenos (7); patio (6); mole sauce (6); parking (6); vegetarian (5),https://www.google.com/maps/place/Fiesta+Cafe/data=!4m7!3m6!1s0x880cd748e4864915:0x1c1cf20227c4f331!8m2!3d40.1147913!4d-88.2384796!16s%2Fg%2F1vknpzds!19sChIJFUmG5EjXDIgRMfPEJwLyHBw?authuser=0&hl=en&rclk=1
